"BarcodeID","TripID","Region","Reach","Date","SampleNumber","RiverMile","DepthTotal","DepthSample","DepthIntegrated","GearID","TimeDay","TimeBegin","TimeElapsed","SuspendedLoad","Collector","FmUse","FiltrationEfficiency","Distance","Velocity","Volume","FlagStrange","FlagDelete","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","Notes"
"D07466","GC20130404","GrandCanyon","CRGrandCanyon","04/08/2013","5",39.70,31.00,3.50,0,4,"Crepuscular","19:11:07",240,,,"Net",,134.61,0.56,27.29,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07467","GC20130404","GrandCanyon","CRGrandCanyon","04/08/2013","6",39.70,31.00,28.00,0,4,"Crepuscular","19:28:31",250,,,"Net",,82.10,0.33,16.64,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07468","GC20130404","GrandCanyon","CRGrandCanyon","04/08/2013","7",39.70,31.00,28.00,0,4,"Crepuscular","19:58:44",280,,,"Net",,173.56,0.62,35.18,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07469","GC20130404","GrandCanyon","CRGrandCanyon","04/11/2013","1",63.70,14.50,11.00,0,4,"Day","12:37:39",239,,,"Net",,174.04,0.73,35.28,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07470","GC20130404","GrandCanyon","CRGrandCanyon","04/11/2013","2",63.70,14.50,3.50,0,4,"Day","12:49:50",239,,,"Net",,241.21,1.01,48.89,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07471","GC20130404","GrandCanyon","CRGrandCanyon","04/11/2013","3",63.70,14.50,11.00,0,4,"Day","13:03:39",237,,,"Net",,183.70,0.78,37.24,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07472","GC20130404","GrandCanyon","CRGrandCanyon","04/11/2013","4",63.70,14.50,3.50,0,4,"Day","13:16:14",306,,,"Net",,272.90,0.89,55.32,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07473","GC20130404","GrandCanyon","CRGrandCanyon","04/11/2013","5",63.70,14.50,11.00,0,4,"Day","13:30:50",240,,,"Net",,189.38,0.79,38.39,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07474","GC20130404","GrandCanyon","CRGrandCanyon","04/11/2013","6",63.70,14.50,3.50,0,4,"Day","13:44:56",301,,,"Net",,208.48,0.69,42.26,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07475","GC20130404","GrandCanyon","CRGrandCanyon","04/12/2013","2",61.35,13.50,10.50,0,4,"Crepuscular","18:32:48",239,,,"Net",,173.88,0.73,35.25,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Missed Sample #1, so starting with #2. Barcode retroactively assigned (2017-07-06 JDM)."
"D07476","GC20130404","GrandCanyon","CRGrandCanyon","04/12/2013","3",61.35,13.50,3.50,0,4,"Crepuscular","18:45:15",180,,,"Net",,113.06,0.63,22.92,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07477","GC20130404","GrandCanyon","CRGrandCanyon","04/12/2013","4",61.35,13.50,10.50,0,4,"Crepuscular","19:01:03",179,,,"Net",,110.48,0.62,22.39,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07478","GC20130404","GrandCanyon","CRGrandCanyon","04/12/2013","5",61.35,13.50,3.50,0,4,"Crepuscular","19:13:05",180,,,"Net",,91.92,0.51,18.63,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07479","GC20130404","GrandCanyon","CRGrandCanyon","04/12/2013","6",61.35,13.50,10.50,0,4,"Crepuscular","19:31:13",193,,,"Net",,82.50,0.43,16.72,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07480","GC20130404","GrandCanyon","CRGrandCanyon","04/12/2013","7",61.35,13.50,10.50,0,4,"Crepuscular","20:00:28",180,,,"Net",,127.29,0.71,25.80,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07481","GC20130404","GrandCanyon","CRGrandCanyon","04/24/2013","1",225.40,31.00,28.00,0,4,"Day","11:20:45",247,,,"Net",,194.76,0.79,39.48,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07482","GC20130404","GrandCanyon","CRGrandCanyon","04/24/2013","2",225.40,31.00,3.00,0,4,"Day","11:30:31",240,,,"Net",,184.26,0.77,37.35,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07483","GC20130404","GrandCanyon","CRGrandCanyon","04/24/2013","3",225.40,31.00,28.00,0,4,"Day","11:38:48",242,,,"Net",,163.31,0.67,33.10,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07484","GC20130404","GrandCanyon","CRGrandCanyon","04/24/2013","4",225.40,31.00,3.00,0,4,"Day","11:47:35",242,,,"Net",,192.42,0.80,39.00,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07485","GC20130404","GrandCanyon","CRGrandCanyon","04/18/2013","1",63.70,16.00,13.00,0,4,"Crepuscular","18:12:24",240,,,"Net",,162.72,0.68,32.98,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07486","GC20130404","GrandCanyon","CRGrandCanyon","04/18/2013","2",63.70,16.00,13.00,0,4,"Crepuscular","18:35:04",238,,,"Net",,138.21,0.58,28.02,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07487","GC20130404","GrandCanyon","CRGrandCanyon","04/18/2013","3",63.70,16.00,3.50,0,4,"Crepuscular","18:47:58",235,,,"Net",,186.09,0.79,37.72,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07488","GC20130404","GrandCanyon","CRGrandCanyon","04/18/2013","4",63.70,16.00,13.00,0,4,"Crepuscular","19:06:33",239,,,"Net",,154.54,0.65,31.33,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07489","GC20130404","GrandCanyon","CRGrandCanyon","04/18/2013","5",63.70,16.00,3.50,0,4,"Crepuscular","19:18:52",278,,,"Net",,220.61,0.79,44.72,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07490","GC20130404","GrandCanyon","CRGrandCanyon","04/18/2013","6",63.70,16.00,13.00,0,4,"Crepuscular","19:35:58",228,,,"Net",,159.25,0.70,32.28,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07491","GC20130404","GrandCanyon","CRGrandCanyon","04/18/2013","7",63.70,16.00,13.00,0,4,"Crepuscular","20:00:30",241,,,"Net",,133.34,0.55,27.03,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07492","GC20130404","GrandCanyon","CRGrandCanyon","04/19/2013","1",87.90,45.50,42.00,0,4,"Day","15:00:18",242,,,"Net",,95.68,0.40,19.39,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07493","GC20130404","GrandCanyon","CRGrandCanyon","04/19/2013","2",87.90,45.50,3.50,0,4,"Day","15:14:21",240,,,"Net",,75.37,0.31,15.28,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07494","GC20130404","GrandCanyon","CRGrandCanyon","04/19/2013","3",87.90,45.50,42.00,0,4,"Day","15:26:36",236,,,"Net",,91.19,0.39,18.48,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07495","GC20130404","GrandCanyon","CRGrandCanyon","04/19/2013","4",87.90,45.50,3.50,0,4,"Day","15:40:15",240,,,"Net",,122.88,0.51,24.91,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07496","GC20130404","GrandCanyon","CRGrandCanyon","04/23/2013","1",167.00,20.00,17.00,0,4,"Day","13:33:00",242,,,"Net",,191.55,0.79,38.83,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07497","GC20130404","GrandCanyon","CRGrandCanyon","04/23/2013","2",167.00,20.00,3.50,0,4,"Day","13:43:41",240,,,"Net",,209.15,0.87,42.39,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07498","GC20130404","GrandCanyon","CRGrandCanyon","04/23/2013","3",167.00,20.00,17.00,0,4,"Day","13:54:22",239,,,"Net",,179.29,0.75,36.34,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07499","GC20130404","GrandCanyon","CRGrandCanyon","04/23/2013","4",167.00,20.00,3.50,0,4,"Day","14:04:17",239,,,"Net",,210.12,0.88,42.59,0,0,,,"",0.00,0,,,"Natal Origins 2013 April trip. Runout. Barcode retroactively assigned (2017-07-06 JDM)."
"D07500","GC20130625","GrandCanyon","CRLeesFerry","06/25/2013","7",-3.50,18.00,15.00,0,4,"Crepuscular","18:48:45",300,,,"Net",,244.39,0.81,49.54,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sample #s 1-6 were a part of monthly monitoring. Barcode retroactively assigned (2017-07-06 JDM)."
"D07501","GC20130625","GrandCanyon","CRLeesFerry","06/25/2013","8",-3.50,18.00,15.00,0,4,"Crepuscular","19:18:15",305,,,"Net",,248.04,0.81,50.28,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sample #s 1-6 were a part of monthly monitoring. Barcode retroactively assigned (2017-07-06 JDM)."
"D07502","GC20130625","GrandCanyon","CRLeesFerry","06/25/2013","9",-3.50,18.00,3.50,0,4,"Crepuscular","19:29:27",302,,,"Net",,282.50,0.94,57.26,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sample #s 1-6 were a part of monthly monitoring. Barcode retroactively assigned (2017-07-06 JDM)."
"D07503","GC20130625","GrandCanyon","CRLeesFerry","06/25/2013","10",-3.50,18.00,15.00,0,4,"Crepuscular","19:49:07",301,,,"Net",,236.83,0.79,48.01,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sample #s 1-6 were a part of monthly monitoring. Barcode retroactively assigned (2017-07-06 JDM)."
"D07504","GC20130625","GrandCanyon","CRLeesFerry","06/25/2013","11",-3.50,18.00,3.50,0,4,"Crepuscular","20:00:54",301,,,"Net",,268.38,0.89,54.40,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sample #s 1-6 were a part of monthly monitoring. Barcode retroactively assigned (2017-07-06 JDM)."
"D07505","GC20130625","GrandCanyon","CRLeesFerry","06/25/2013","12",-3.50,18.00,15.00,0,4,"Crepuscular","20:19:09",303,,,"Net",,243.26,0.80,49.31,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sample #s 1-6 were a part of monthly monitoring. Barcode retroactively assigned (2017-07-06 JDM)."
"D07506","GC20130625","GrandCanyon","CRLeesFerry","06/25/2013","13",-3.50,18.00,15.00,0,4,"Crepuscular","20:49:05",302,,,"Net",,258.67,0.86,52.43,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sample #s 1-6 were a part of monthly monitoring. Barcode retroactively assigned (2017-07-06 JDM)."
"D07507","GC20130625","GrandCanyon","CRGrandCanyon","06/27/2013","1",19.10,33.00,30.00,0,4,"Crepuscular","18:50:36",302,,,"Net",,310.18,1.03,62.87,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07508","GC20130625","GrandCanyon","CRGrandCanyon","06/27/2013","2",19.10,33.00,30.00,0,4,"Crepuscular","19:19:28",305,,,"Net",,371.46,1.22,75.29,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07509","GC20130625","GrandCanyon","CRGrandCanyon","06/27/2013","3",19.10,33.00,3.50,0,4,"Crepuscular","19:32:57",300,,,"Net",,383.16,1.28,77.67,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07510","GC20130625","GrandCanyon","CRGrandCanyon","06/27/2013","4",19.10,33.00,30.00,0,4,"Crepuscular","19:49:50",305,,,"Net",,231.61,0.76,46.95,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07511","GC20130625","GrandCanyon","CRGrandCanyon","06/27/2013","5",19.10,33.00,3.50,0,4,"Crepuscular","20:04:26",301,,,"Net",,301.66,1.00,61.15,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07512","GC20130625","GrandCanyon","CRGrandCanyon","06/27/2013","6",19.10,33.00,30.00,0,4,"Crepuscular","20:19:34",233,,,"Net",,261.09,1.12,52.92,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07513","GC20130625","GrandCanyon","CRGrandCanyon","06/27/2013","7",19.10,33.00,30.00,0,4,"Crepuscular","20:49:00",241,,,"Net",,235.00,0.98,47.63,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07514","GC20130625","GrandCanyon","CRGrandCanyon","06/29/2013","1",39.65,38.00,35.00,0,4,"Crepuscular","18:54:24",298,,,"Net",,225.18,0.76,45.64,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07515","GC20130625","GrandCanyon","CRGrandCanyon","06/29/2013","2",39.65,38.00,35.00,0,4,"Crepuscular","19:19:02",314,,,"Net",,179.61,0.57,36.41,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07516","GC20130625","GrandCanyon","CRGrandCanyon","06/29/2013","3",39.65,38.00,3.50,0,4,"Crepuscular","19:31:15",302,,,"Net",,189.73,0.63,38.46,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07517","GC20130625","GrandCanyon","CRGrandCanyon","06/29/2013","4",39.65,38.00,35.00,0,4,"Crepuscular","19:49:12",298,,,"Net",,139.58,0.47,28.29,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07518","GC20130625","GrandCanyon","CRGrandCanyon","06/29/2013","5",39.65,38.00,3.50,0,4,"Crepuscular","19:59:32",300,,,"Net",,174.37,0.58,35.34,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07519","GC20130625","GrandCanyon","CRGrandCanyon","06/29/2013","6",39.65,38.00,35.00,0,4,"Crepuscular","20:19:40",300,,,"Net",,140.28,0.47,28.43,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07520","GC20130625","GrandCanyon","CRGrandCanyon","06/29/2013","7",39.65,38.00,35.00,0,4,"Crepuscular","20:50:39",300,,,"Net",,110.67,0.37,22.43,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07521","GC20130625","GrandCanyon","CRGrandCanyon","07/01/2013","1",61.37,22.00,19.00,0,4,"Crepuscular","18:49:12",298,,,"Net",,253.86,0.85,51.46,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07522","GC20130625","GrandCanyon","CRGrandCanyon","07/01/2013","2",61.37,22.00,19.00,0,4,"Crepuscular","19:19:34",297,,,"Net",,250.01,0.84,50.68,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07523","GC20130625","GrandCanyon","CRGrandCanyon","07/01/2013","3",61.37,22.00,3.50,0,4,"Crepuscular","19:33:30",300,,,"Net",,365.71,1.22,74.13,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07524","GC20130625","GrandCanyon","CRGrandCanyon","07/01/2013","4",61.37,22.00,19.00,0,4,"Crepuscular","19:49:00",310,,,"Net",,307.41,0.99,62.31,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07525","GC20130625","GrandCanyon","CRGrandCanyon","07/01/2013","5",61.37,22.00,3.50,0,4,"Crepuscular","19:59:45",295,,,"Net",,275.40,0.93,55.82,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07526","GC20130625","GrandCanyon","CRGrandCanyon","07/01/2013","6",61.37,22.00,19.00,0,4,"Crepuscular","20:19:21",299,,,"Net",,214.02,0.72,43.38,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07527","GC20130625","GrandCanyon","CRGrandCanyon","07/01/2013","7",61.37,22.00,19.00,0,4,"Crepuscular","20:50:53",301,,,"Net",,298.40,0.99,60.49,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07528","GC20130625","GrandCanyon","CRGrandCanyon","07/08/2013","1",63.67,10.00,7.00,0,4,"Crepuscular","18:48:40",300,,,"Net",,288.69,0.96,58.52,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sediment inputs from somewhere; turbid water, shorter tows. Barcode retroactively assigned (2017-07-06 JDM)."
"D07529","GC20130625","GrandCanyon","CRGrandCanyon","07/08/2013","2",63.67,10.00,7.00,0,4,"Crepuscular","19:19:50",300,,,"Net",,297.08,0.99,60.22,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sediment inputs from somewhere; turbid water, shorter tows. Barcode retroactively assigned (2017-07-06 JDM)."
"D07530","GC20130625","GrandCanyon","CRGrandCanyon","07/08/2013","3",63.67,10.00,3.50,0,4,"Crepuscular","19:31:43",300,,,"Net",,309.54,1.03,62.74,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sediment inputs from somewhere; turbid water, shorter tows. Barcode retroactively assigned (2017-07-06 JDM)."
"D07531","GC20130625","GrandCanyon","CRGrandCanyon","07/08/2013","4",63.67,10.00,7.00,0,4,"Crepuscular","19:49:00",300,,,"Net",,297.08,0.99,60.22,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sediment inputs from somewhere; turbid water, shorter tows. Barcode retroactively assigned (2017-07-06 JDM)."
"D07532","GC20130625","GrandCanyon","CRGrandCanyon","07/08/2013","5",63.67,10.00,3.50,0,4,"Crepuscular","20:01:29",301,,,"Net",,281.56,0.94,57.07,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sediment inputs from somewhere; turbid water, shorter tows. Barcode retroactively assigned (2017-07-06 JDM)."
"D07533","GC20130625","GrandCanyon","CRGrandCanyon","07/08/2013","6",63.67,10.00,7.00,0,4,"Crepuscular","20:19:38",301,,,"Net",,280.46,0.93,56.85,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sediment inputs from somewhere; turbid water, shorter tows. Barcode retroactively assigned (2017-07-06 JDM)."
"D07534","GC20130625","GrandCanyon","CRGrandCanyon","07/08/2013","7",63.67,10.00,7.00,0,4,"Crepuscular","20:49:50",300,,,"Net",,321.43,1.07,65.15,0,0,,,"",0.00,0,,,"Natal Origins 2013 July trip. Sediment inputs from somewhere; turbid water, shorter tows. Barcode retroactively assigned (2017-07-06 JDM)."
"D07535","GC20130912","GrandCanyon","CRLeesFerry","09/12/2013","3",-3.50,17.50,3.50,0,4,"Crepuscular","18:26:03",323,,,"Net",1.57,257.92,0.80,52.28,1,0,,"EvansM","",2.42,0,,,"Natal Origins 2013 September trip. Bomb flowmeter covered in plant matter. Barcode retroactively assigned (2017-07-06 JDM)."
"D07536","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","1",-3.50,16.50,3.50,0,4,"Day","12:11:03",301,,,"Net",1.13,252.59,0.84,51.20,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks. Barcode retroactively assigned (2017-07-06 JDM)."
"D07537","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","2",-3.50,16.50,13.50,0,4,"Day","12:22:20",320,,,"Net",1.08,237.28,0.74,48.10,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks. Barcode retroactively assigned (2017-07-06 JDM)."
"D07538","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","3",-3.50,16.50,3.50,0,4,"Day","12:34:00",305,,,"Net",1.01,247.26,0.81,50.12,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks. Barcode retroactively assigned (2017-07-06 JDM)."
"D07539","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","4",-3.50,16.50,13.50,0,4,"Day","12:44:25",300,,,"Net",1.04,238.60,0.80,48.36,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks. Barcode retroactively assigned (2017-07-06 JDM)."
"D07540","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","5",-3.50,16.50,3.50,0,4,"Day","12:55:35",315,,,"Net",1.05,261.04,0.83,52.91,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks. Barcode retroactively assigned (2017-07-06 JDM)."
"D07541","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","6",-3.50,16.50,13.50,0,4,"Day","13:05:50",307,,,"Net",0.95,189.94,0.62,38.50,0,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07542","GC20130912","GrandCanyon","CRGrandCanyon","09/14/2013","1",19.07,29.00,26.00,0,4,"Crepuscular","17:53:18",105,,,"Net",1.03,73.28,0.70,14.85,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks. Short sample duration verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM)."
"D07543","GC20130912","GrandCanyon","CRGrandCanyon","09/14/2013","2",19.07,29.00,26.00,0,4,"Crepuscular","18:07:32",124,,,"Net",1.03,87.18,0.70,17.67,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks. Barcode retroactively assigned (2017-07-06 JDM)."
"D07544","GC20130912","GrandCanyon","CRGrandCanyon","09/14/2013","3",19.07,29.00,3.50,0,4,"Crepuscular","18:18:35",115,,,"Net",0.90,87.94,0.76,17.83,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Short sample duration verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM)."
"D07545","GC20130912","GrandCanyon","CRGrandCanyon","09/14/2013","4",19.07,29.00,26.00,0,4,"Crepuscular","18:37:37",114,,,"Net",0.91,69.43,0.61,14.07,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Short sample duration verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM)."
"D07546","GC20130912","GrandCanyon","CRGrandCanyon","09/14/2013","5",19.07,29.00,3.50,0,4,"Crepuscular","18:54:08",122,,,"Net",0.93,96.89,0.79,19.64,0,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07547","GC20130912","GrandCanyon","CRGrandCanyon","09/14/2013","6",19.07,29.00,26.00,0,4,"Crepuscular","19:14:16",97,,,"Net",0.95,53.69,0.55,10.88,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Short sample duration verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM)."
"D07548","GC20130912","GrandCanyon","CRGrandCanyon","09/14/2013","7",19.07,29.00,26.00,0,4,"Crepuscular","19:39:22",110,,,"Net",0.83,56.65,0.52,11.48,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Short sample duration verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM)."
"D07549","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","12",19.07,25.00,22.00,0,4,"Crepuscular","19:07:51",190,,,"Net",1.12,126.46,0.67,25.63,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks. Barcode retroactively assigned (2017-07-06 "
"D07550","GC20130912","GrandCanyon","CRGrandCanyon","09/16/2013","1",39.66,38.00,35.00,0,4,"Crepuscular","17:38:29",176,,,"Net",0.98,97.11,0.55,19.68,0,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07551","GC20130912","GrandCanyon","CRGrandCanyon","09/16/2013","2",39.66,38.00,35.00,0,4,"Crepuscular","18:07:20",246,,,"Net",0.94,155.16,0.63,31.45,0,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07552","GC20130912","GrandCanyon","CRGrandCanyon","09/16/2013","3",39.66,38.00,3.50,0,4,"Crepuscular","18:21:02",301,,,"Net",1.00,194.89,0.65,39.50,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks. Barcode retroactively assigned (2017-07-06 JDM)."
"D07553","GC20130912","GrandCanyon","CRGrandCanyon","09/16/2013","4",39.66,38.00,35.00,0,4,"Crepuscular","18:37:00",312,,,"Net",0.99,183.86,0.59,37.27,0,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07554","GC20130912","GrandCanyon","CRGrandCanyon","09/16/2013","5",39.66,38.00,3.50,0,4,"Crepuscular","18:57:19",299,,,"Net",0.91,203.23,0.68,41.19,0,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Barcode retroactively assigned (2017-07-06 JDM)."
"D07555","GC20130912","GrandCanyon","CRGrandCanyon","09/16/2013","6",39.66,38.00,35.00,0,4,"Crepuscular","19:10:14",302,,,"Net",0.91,197.45,0.65,40.02,0,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Barcode retroactively assigned (2017-07-06 JDM)."
