BarcodeID,TripID,Date,GearID,TimeDay,TimeBegin,TimeElapsed,DepthTotal,DepthSample,DepthIntegrated,Velocity,Volume,Temperature,Discharge,Stage,SpC,FlagStrange,Notes
D06384,LF20091029,10/29/2009,4,Day,16:19:00,364,NA,NA,1,0.37,27.39,10.4,10300,8.65,697,0,Discharge = 10400 cfs. Original SampleID 448. Barcode retroactively assigned (2017-07-06 JDM).
D06385,LF20091029,10/29/2009,4,Day,16:29:00,335,NA,NA,1,0.39,26.35,10.4,10400,8.66,697,0,Discharge = 10400 cfs. Original SampleID 449. Barcode retroactively assigned (2017-07-06 JDM).
D06386,LF20091029,10/29/2009,4,Crepuscular,17:01:00,309,NA,NA,1,0.38,23.52,10.4,10400,8.66,698,0,Discharge = 10400 cfs. Original SampleID 451. Barcode retroactively assigned (2017-07-06 JDM).
D06387,LF20091029,10/29/2009,4,Day,16:53:00,326,NA,NA,1,0.38,25.14,10.4,10400,8.66,698,0,Discharge = 10400 cfs. Original SampleID 450. Barcode retroactively assigned (2017-07-06 JDM).
D06388,LF20091029,10/29/2009,4,Crepuscular,17:10:00,337,NA,NA,1,0.38,25.79,10.4,10400,8.66,698,0,Discharge = 10400 cfs. Original SampleID 452. Barcode retroactively assigned (2017-07-06 JDM).
D06389,LF20091029,10/30/2009,4,Day,13:05:00,331,NA,NA,1,0.4,26.81,10.5,10400,8.66,695,0,Discharge = 10400 cfs. Original SampleID 456. Barcode retroactively assigned (2017-07-06 JDM).
D06390,LF20091029,10/30/2009,4,Day,13:13:00,328,NA,NA,1,0.37,24.89,10.5,10400,8.66,695,0,Discharge = 10400 cfs. Original SampleID 457. Barcode retroactively assigned (2017-07-06 JDM).
D06391,LF20091029,10/30/2009,4,Day,13:23:00,340,NA,NA,1,0.38,26.24,10.5,10400,8.66,695,0,Discharge = 10400 cfs. Original SampleID 458. Barcode retroactively assigned (2017-07-06 JDM).
D06392,LF20091029,10/30/2009,4,Day,9:17:00,315,NA,NA,1,0.4,25.31,10.6,10400,8.66,693,0,Discharge = 10400 cfs. Original SampleID 453. Barcode retroactively assigned (2017-07-06 JDM).
D06393,LF20091029,10/30/2009,4,Day,9:25:00,314,NA,NA,1,0.39,24.69,10.6,10400,8.67,693,0,Discharge = 10400 cfs. Original SampleID 454. Barcode retroactively assigned (2017-07-06 JDM).
D06394,LF20091029,10/30/2009,4,Day,9:33:00,301,NA,NA,1,0.38,23.12,10.5,10400,8.67,695,0,Discharge = 10400 cfs. Original SampleID 455. Barcode retroactively assigned (2017-07-06 JDM).
D06408,LF20091212,12/12/2009,4,Crepuscular,17:16:00,315,NA,NA,1,0.47,29.81,10.6,13900,9.44,642,0,Discharge = 12800 cfs. Original SampleID 466. Barcode retroactively assigned (2017-07-06 JDM).
D06409,LF20091212,12/12/2009,4,Crepuscular,17:25:00,309,NA,NA,1,0.47,29.33,10.6,14000,9.47,642,0,Discharge = 12800 cfs. Original SampleID 467. Barcode retroactively assigned (2017-07-06 JDM).
D06410,LF20091212,12/12/2009,4,Crepuscular,17:33:00,312,NA,NA,1,0.45,28.33,10.7,14000,9.47,642,0,Discharge = 12800 cfs. Original SampleID 468. Barcode retroactively assigned (2017-07-06 JDM).
D06416,LF20091212,12/14/2009,4,Day,11:48:00,313,NA,NA,1,0.6,38.27,10.5,11700,8.97,642,0,Discharge = 17900 cfs. Original SampleID 478. Barcode retroactively assigned (2017-07-06 JDM).
D06417,LF20091212,12/14/2009,4,Day,11:56:00,332,NA,NA,1,0.57,38.19,10.5,11500,8.93,642,0,Discharge = 17900 cfs. Original SampleID 479. Barcode retroactively assigned (2017-07-06 JDM).
D06418,LF20091212,12/14/2009,4,Day,12:06:00,316,NA,NA,1,0.56,36.1,10.5,11500,8.93,642,0,Discharge = 17950 cfs. Original SampleID 480. Barcode retroactively assigned (2017-07-06 JDM).
D06419,LF20091212,12/14/2009,4,Day,9:57:00,318,NA,NA,1,0.57,36.9,10.6,13000,9.26,640,0,Discharge = 16200 cfs. Original SampleID 475. Barcode retroactively assigned (2017-07-06 JDM).
D06421,LF20091212,12/14/2009,4,Day,10:13:00,317,NA,NA,1,0.55,35.56,10.6,12700,9.2,640,0,Discharge = 16400 cfs. Original SampleID 477. Barcode retroactively assigned (2017-07-06 JDM).
D06422,LF20091212,12/14/2009,4,Crepuscular,6:31:00,345,NA,NA,1,0.41,28.73,10.8,16800,10.01,637,0,Discharge = 11200 cfs. Original SampleID 472. Barcode retroactively assigned (2017-07-06 JDM).
D06423,LF20091212,12/14/2009,4,Crepuscular,6:41:00,322,NA,NA,1,0.37,24.44,10.8,16600,9.97,637,0,Discharge = 11250 cfs. Original SampleID 473. Barcode retroactively assigned (2017-07-06 JDM).
D06424,LF20091212,12/14/2009,4,Crepuscular,6:49:00,336,NA,NA,1,0.41,28.03,10.8,16600,9.97,637,0,Discharge = 11350 cfs. Original SampleID 474. Barcode retroactively assigned (2017-07-06 JDM).
D06437,LF20100128,1/28/2010,4,Day,12:17:00,319,NA,NA,1,0.59,37.93,8.3,10700,8.74,678,0,Discharge = 17300 cfs. Original SampleID 483. Barcode retroactively assigned (2017-07-06 JDM).
D06438,LF20100128,1/28/2010,4,Crepuscular,18:51:00,321,NA,NA,1,0.61,39.78,8.4,17100,10.06,672,0,Discharge = 15800 cfs. Original SampleID 485. Barcode retroactively assigned (2017-07-06 JDM).
D06439,LF20100128,1/28/2010,4,Night,19:02:00,335,NA,NA,1,0.56,37.72,8.4,17100,10.07,672,0,Discharge = 15900 cfs. Original SampleID 486. Barcode retroactively assigned (2017-07-06 JDM).
D06440,LF20100128,1/28/2010,4,Crepuscular,18:39:00,325,NA,NA,1,0.59,38.82,8.4,17100,10.06,672,0,Discharge = 15650 cfs. Original SampleID 484. Barcode retroactively assigned (2017-07-06 JDM).
D06449,LF20100128,1/28/2010,4,Day,11:54:00,327,NA,NA,1,0.58,38.34,8.3,10800,8.77,678,0,Discharge = 17100 cfs. Original SampleID 481. Barcode retroactively assigned (2017-07-06 JDM).
D06450,LF20100128,1/29/2010,4,Crepuscular,7:51:00,317,NA,NA,1,0.44,28.5,8.3,14700,9.61,669,0,Discharge = 10650 cfs. Original SampleID 487. Barcode retroactively assigned (2017-07-06 JDM).
D06451,LF20100128,1/29/2010,4,Crepuscular,8:01:00,313,NA,NA,1,0.44,27.97,8.3,14400,9.56,669,0,Discharge = 10800 cfs. Original SampleID 488. Barcode retroactively assigned (2017-07-06 JDM).
D06452,LF20100128,1/29/2010,4,Crepuscular,8:11:00,315,NA,NA,1,0.45,28.41,8.3,14200,9.52,669,0,Discharge = 11100 cfs. Original SampleID 489. Barcode retroactively assigned (2017-07-06 JDM).
D06457,LF20100128,1/29/2010,4,Day,10:37:00,319,NA,NA,1,0.6,38.79,8.2,12000,9.05,670,0,Discharge = 15550 cfs. Original SampleID 493. Barcode retroactively assigned (2017-07-06 JDM).
D06458,LF20100128,1/29/2010,4,Day,10:49:00,316,NA,NA,1,0.6,38.15,8.2,11800,9,670,0,Discharge = 15750 cfs. Original SampleID 494. Barcode retroactively assigned (2017-07-06 JDM).
D06459,LF20100128,1/29/2010,4,Day,10:59:00,318,NA,NA,1,0.6,38.56,8.2,11600,8.94,670,0,Discharge = 15900 cfs. Original SampleID 495. Barcode retroactively assigned (2017-07-06 JDM).
D06460,LF20100128,1/29/2010,4,Day,9:18:00,378,NA,NA,1,0.44,33.87,8.3,13300,9.33,668,0,Discharge = 13250 cfs. Original SampleID 490. Barcode retroactively assigned (2017-07-06 JDM).
D06461,LF20100128,1/29/2010,4,Day,9:29:00,308,NA,NA,1,0.53,32.9,8.3,13100,9.29,668,0,Discharge = 13600 cfs. Original SampleID 491. Barcode retroactively assigned (2017-07-06 JDM).
D06462,LF20100128,1/29/2010,4,Day,9:39:00,335,NA,NA,1,0.54,36.9,8.2,12900,9.23,670,0,Discharge = 14000 cfs. Original SampleID 492. Barcode retroactively assigned (2017-07-06 JDM).
D06471,LF20100224,2/24/2010,4,Day,15:51:00,366,NA,NA,1,0.47,35.12,7.8,10600,8.72,709,0,Discharge = 12700 cfs. Original SampleID 498. Barcode retroactively assigned (2017-07-06 JDM).
D06472,LF20100224,2/24/2010,4,Day,15:31:00,365,NA,NA,1,0.51,37.48,7.8,10200,8.62,709,0,Discharge = 13000 cfs. Original SampleID 496. Barcode retroactively assigned (2017-07-06 JDM).
D06473,LF20100224,2/25/2010,4,Crepuscular,7:55:00,379,NA,NA,1,0.37,28.38,8,12800,9.21,726,0,Discharge = 9350 cfs. Original SampleID 499. Barcode retroactively assigned (2017-07-06 JDM).
D06474,LF20100224,2/25/2010,4,Day,9:56:00,378,NA,NA,1,0.46,34.97,7.8,11000,8.81,730,0,Discharge = 12400 cfs. Original SampleID 502. Barcode retroactively assigned (2017-07-06 JDM).
D06475,LF20100224,2/25/2010,4,Day,10:05:00,372,NA,NA,1,0.48,35.86,7.8,11000,8.81,730,0,Discharge = 12500 cfs. Original SampleID 503. Barcode retroactively assigned (2017-07-06 JDM).
D06476,LF20100224,2/25/2010,4,Day,10:20:00,370,NA,NA,1,0.49,36.38,7.8,10700,8.75,730,0,Discharge = 12850 cfs. Original SampleID 504. Barcode retroactively assigned (2017-07-06 JDM).
D06480,LF20100224,2/25/2010,4,Day,8:08:00,365,NA,NA,1,0.37,27.73,8,12600,9.17,726,0,Discharge = 9545 cfs. Original SampleID 500. Barcode retroactively assigned (2017-07-06 JDM).
D06481,LF20100224,2/25/2010,4,Day,8:18:00,372,NA,NA,1,0.39,29.17,8,12600,9.17,726,0,Discharge = 9700 cfs. Original SampleID 501. Barcode retroactively assigned (2017-07-06 JDM).
D06487,LF20100320,3/20/2010,4,Day,16:49:00,358,NA,NA,1,0.43,31.53,7.7,8940,8.29,777,0,Discharge = 9610 cfs. Original SampleID 505. Barcode retroactively assigned (2017-07-06 JDM).
D06488,LF20100320,3/20/2010,4,Day,17:02:00,374,NA,NA,1,0.36,27.47,7.7,9120,8.34,777,0,Discharge = 9580 cfs. Original SampleID 506. Barcode retroactively assigned (2017-07-06 JDM).
D06489,LF20100320,3/20/2010,4,Day,17:12:00,370,NA,NA,1,0.36,26.78,7.7,9350,8.4,777,0,Discharge = 9530 cfs. Original SampleID 507. Barcode retroactively assigned (2017-07-06 JDM).
D06495,LF20100320,3/21/2010,4,Day,17:13:00,352,NA,NA,1,0.29,20.89,7.8,8830,8.26,769,0,Discharge = 8680 cfs. Original SampleID 508. Barcode retroactively assigned (2017-07-06 JDM).
D06496,LF20100320,3/21/2010,4,Day,17:27:00,369,NA,NA,1,0.39,28.89,7.8,9050,8.32,769,0,Discharge = 8680 cfs. Original SampleID 509. Barcode retroactively assigned (2017-07-06 JDM).
D06497,LF20100320,3/21/2010,4,Crepuscular,17:38:00,354,NA,NA,1,0.34,24.13,7.9,9160,8.35,769,0,Discharge = 9030 cfs. Original SampleID 510. Barcode retroactively assigned (2017-07-06 JDM).
D06502,LF20100422,4/22/2010,4,Night,22:00:00,309,NA,NA,1,0.46,28.51,8.2,12300,9.1,769,0,Discharge = 12600 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06503,LF20100422,4/22/2010,4,Night,22:11:00,308,NA,NA,1,0.49,30.35,8.2,12100,9.07,769,0,Discharge = 12600 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06504,LF20100422,4/22/2010,4,Night,22:39:00,307,NA,NA,1,0.45,28.23,8.3,11900,9.01,770,0,Discharge = 12600 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06511,LF20100422,4/23/2010,4,Day,6:57:00,317,NA,NA,1,0.31,20.09,8.2,12100,9.07,782,0,Discharge = 7300 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06512,LF20100422,4/23/2010,4,Day,7:10:00,312,NA,NA,1,0.27,17.01,8.2,12000,9.04,782,0,Discharge = 7370 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06513,LF20100422,4/23/2010,4,Day,7:22:00,313,NA,NA,1,0.24,15.39,8.2,12000,9.04,782,0,Discharge = 7495 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06514,LF20100422,4/23/2010,4,Day,9:47:00,321,NA,NA,1,0.35,22.58,8.1,9580,8.46,778,0,Discharge = 9540 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06515,LF20100422,4/23/2010,4,Day,9:59:00,312,NA,NA,1,0.35,22.17,8.1,9350,8.4,778,0,Discharge = 9820 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06519,LF20100422,4/23/2010,4,Day,10:10:00,307,NA,NA,1,0.36,22.31,8.1,9090,8.33,778,0,Discharge = 9960 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06521,LF20100422,4/23/2010,4,Day,11:05:00,255,NA,NA,1,0.39,20.39,8,8430,8.15,777,0,Discharge = 10900 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06522,LF20100422,4/23/2010,4,Day,11:30:00,247,NA,NA,1,0.39,19.72,8,8040,8.04,777,0,Discharge = 11200 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06523,LF20100422,4/23/2010,4,Day,11:37:00,248,NA,NA,1,0.42,21.14,7.9,8040,8.04,773,0,Discharge = 11300 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06537,LF20100628,6/28/2010,4,Night,21:26:00,300,NA,NA,1,0.37,22.73,10.5,11400,8.91,679,0,Discharge = 12600 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06538,LF20100628,6/28/2010,4,Night,21:39:00,305,NA,NA,1,0.47,28.76,10.7,11600,8.95,685,0,Discharge = 12600 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06539,LF20100628,6/28/2010,4,Night,21:50:00,315,NA,NA,1,0.45,28.87,10.7,11600,8.95,685,0,Discharge = 12600 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06540,LF20100628,6/28/2010,4,Day,12:47:00,320,NA,NA,1,0.34,22.06,9.6,7330,7.83,695,0,Discharge = 10300 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06541,LF20100628,6/28/2010,4,Day,12:50:00,305,NA,NA,1,0.4,24.67,9.6,7330,7.83,695,0,Discharge = 10350 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06542,LF20100628,6/28/2010,4,Day,13:02:00,295,NA,NA,1,0.38,23,9.6,7260,7.81,695,0,Discharge = 10400 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06543,LF20100628,6/28/2010,4,Day,16:58:00,315,NA,NA,1,0.37,23.68,9.9,8180,8.08,684,0,Discharge = 12000 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06552,LF20100628,6/28/2010,4,Day,17:22:00,315,NA,NA,1,0.39,25.15,9.9,8360,8.13,684,0,Discharge = 12150 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06555,LF20100628,6/28/2010,4,Day,17:57:00,330,NA,NA,1,0.47,31.69,10,8970,8.3,687,0,Discharge = 12200 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06557,LF20100628,6/29/2010,4,Day,10:06:00,300,NA,NA,1,0.3,17.98,10.2,9700,8.49,689,0,Discharge = 7540 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06558,LF20100628,6/29/2010,4,Day,10:18:00,300,NA,NA,1,0.29,17.83,10.2,9470,8.43,689,0,Discharge = 7600 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06559,LF20100628,6/29/2010,4,Day,10:28:00,300,NA,NA,1,0.28,17.32,10.2,9200,8.36,689,0,Discharge = 7800 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06572,LF20100804,8/4/2010,4,Day,15:10:00,300,NA,NA,1,0.7,42.37,10,9240,8.37,702,0,Discharge = 16450 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06576,LF20100804,8/4/2010,4,Night,21:16:00,308,NA,NA,1,0.54,33.95,10.6,15800,9.83,691,0,Discharge = 17100 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06578,LF20100804,8/4/2010,4,Night,22:05:00,323,NA,NA,1,0.47,30.92,10.7,16300,9.92,693,0,Discharge = 17000 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06581,LF20100804,8/4/2010,4,Day,15:28:00,303,NA,NA,1,0.64,39.46,10,9310,8.39,702,0,Discharge = 16600 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06582,LF20100804,8/4/2010,4,Day,15:38:00,316,NA,NA,1,0.63,40.07,10.1,9430,8.42,706,0,Discharge = 16650 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06591,LF20100804,8/5/2010,4,Day,13:35:00,310,NA,NA,1,0.56,34.95,10,9310,8.39,703,0,Discharge = 15250 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06592,LF20100804,8/5/2010,4,Day,13:45:00,305,NA,NA,1,0.58,35.79,10,9240,8.37,703,0,Discharge = 15300 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06593,LF20100804,8/5/2010,4,Day,9:14:00,305,NA,NA,1,0.4,24.6,9.9,13200,9.3,701,0,Discharge = 9660 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06594,LF20100804,8/5/2010,4,Day,9:24:00,304,NA,NA,0,0.38,23.43,9.9,12900,9.24,701,1,Discharge = 9760 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06595,LF20100804,8/5/2010,4,Day,9:33:00,305,NA,NA,1,0.4,24.42,9.8,12900,9.24,698,0,Discharge = 9880 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06596,LF20100804,8/5/2010,4,Day,10:50:00,314,NA,NA,1,1.26,80.42,9.9,11300,8.87,699,0,Discharge = 11450 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06605,LF20100914,9/15/2010,4,Day,7:21:00,300,16.5,NA,1,0.26,15.99,11.5,8210,8.09,680,0,Discharge = 8210 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06606,LF20100914,9/15/2010,4,Day,7:31:00,300,16.5,NA,1,0.3,18.48,11.5,8210,8.09,679,0,Discharge = 8210 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06607,LF20100914,9/15/2010,4,Day,7:41:00,300,16.5,NA,1,0.26,15.91,11.5,8210,8.09,679,0,Discharge = 8210 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06610,LF20100914,9/15/2010,4,Day,15:01:00,420,16.5,NA,1,0.33,28.51,10.7,8210,8.09,679,0,Discharge = 8360 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06612,LF20100914,9/15/2010,4,Day,14:51:00,420,16.5,NA,1,0.27,22.85,10.7,8250,8.1,679,0,Discharge = 8360 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06613,LF20100914,9/15/2010,4,Day,15:10:00,390,16.5,NA,1,0.29,22.69,10.7,8250,8.1,679,0,Discharge = 8360 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06617,LF20101104,11/4/2010,4,Day,14:46:00,298,19,NA,1,0.64,38.39,10.8,10200,8.61,685,0,Discharge = 16500 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06618,LF20101104,11/4/2010,4,Day,14:59:00,385,19,NA,1,0.61,47.49,10.8,10600,8.71,685,0,Discharge = 16500 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06619,LF20101104,11/4/2010,4,Day,15:13:00,342,19,NA,1,0.64,44.19,10.8,11100,8.83,685,0,Discharge = 16500 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06629,LF20110210,2/11/2011,4,Day,12:11:00,313,NA,NA,1,0.58,36.94,8,15600,9.78,693,0,Discharge = 19800 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06640,LF20110329,3/29/2011,4,Day,13:11:00,300,20,NA,1,0.73,44.64,7.8,15000,9.67,820,0,Discharge = 20000 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06647,LF20110329,3/29/2011,4,Day,14:25:00,300,20,NA,1,0.7,42.26,7.8,16300,9.91,817,0,Discharge = 20100 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06650,LF20110413,4/13/2011,4,Day,13:44:00,300,20,NA,1,0.55,33.33,7.9,15800,9.83,823,0,Discharge = 15800 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06651,LF20110413,4/13/2011,4,Day,13:57:00,300,20,NA,1,0.56,34.17,7.9,15800,9.83,823,0,Discharge = 15700 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06655,LF20110413,4/13/2011,4,Day,14:35:00,185,20,NA,1,0.54,20.28,7.9,15800,9.83,825,1,Discharge = 15875 cfs. Bomb tapped river bed when deployed. Barcode retroactively assigned (2017-07-06 JDM).
D06659,LF20110427,4/27/2011,4,Day,12:48:00,190,19,NA,1,0.51,19.61,8,15800,9.83,789,0,Discharge = 15900 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06661,LF20110427,4/27/2011,4,Day,13:11:00,180,19,NA,1,0.53,19.3,8,15800,9.83,789,0,Discharge = 15900 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06688,LF20110510,5/10/2011,4,Day,10:57:00,300,NA,NA,1,0.54,32.87,8.2,15400,9.75,782,0,Discharge = 15400 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06690,LF20110510,5/10/2011,4,Day,11:27:00,300,NA,NA,1,0.53,31.95,8.2,15400,9.75,782,0,Discharge = 15400 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06693,LF20110510,5/10/2011,4,Day,12:09:00,300,NA,NA,1,0.5,30.45,8.2,15400,9.74,780,0,Discharge = 15400 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06698,LF20110531,5/31/2011,4,Day,15:40:00,120,28,NA,1,0.72,17.55,8.8,22900,11.1,778,0,Discharge = 23200 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06702,LF20110618,6/18/2011,4,Day,13:25:00,120,26,NA,1,0.9,21.78,9.8,23100,11.12,756,0,Discharge = 24400 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06722,LF20110727,7/27/2011,4,Day,15:55:00,300,NA,NA,1,0.65,39.48,12.4,24500,11.33,738,0,Discharge = 24800 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06723,LF20110727,7/27/2011,4,Day,16:12:00,300,NA,NA,1,0.81,49.06,12.4,24400,11.32,738,0,Discharge = 24900 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06724,LF20110727,7/27/2011,4,Day,16:23:00,300,NA,NA,1,0.77,46.69,12.4,24400,11.32,738,0,Discharge = 24950 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06725,LF20110727,7/27/2011,4,Day,16:33:00,300,NA,NA,1,0.75,45.48,12.6,24400,11.32,735,0,Discharge = 25000 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06726,LF20110727,7/27/2011,4,Day,16:40:00,300,NA,NA,1,0.72,43.57,12.6,24400,11.31,735,0,Discharge = 24900 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06730,LF20110815,8/16/2011,4,Day,11:24:00,330,NA,NA,1,0.84,56.01,13.7,25300,11.45,706,0,Discharge = 25500 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06731,LF20110815,8/16/2011,4,Day,11:35:00,330,NA,NA,1,0.89,59.43,13.7,25300,11.45,705,0,Discharge = 25500 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06732,LF20110815,8/16/2011,4,Day,11:51:00,330,NA,NA,1,0.86,57.7,13.7,25300,11.45,705,0,Discharge = 25500 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06733,LF20110831,8/31/2011,4,Day,13:13:00,300,NA,NA,1,0.65,39.62,13.8,16400,9.95,683,0,Discharge = 18000 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06735,LF20110831,8/31/2011,4,Day,13:38:00,300,NA,NA,1,0.72,44.07,13.9,16400,9.93,682,0,Discharge = 18200 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06737,LF20110831,8/31/2011,4,Day,14:06:00,300,NA,NA,1,0.73,44.59,13.9,16400,9.93,682,0,Discharge = 18350 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06739,LF20110831,8/31/2011,4,Day,14:28:00,300,NA,NA,1,0.74,44.91,13.9,16300,9.92,682,0,Discharge = 18500 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06740,LF20110831,8/31/2011,4,Day,14:42:00,300,NA,NA,1,0.86,52.36,13.9,16300,9.92,681,0,Discharge = 18500 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D06741,LF20111107,11/7/2011,4,Day,12:06:00,286,NA,NA,1,0.57,33.2,14,15100,9.72,644,1,"Discharge = 15400 cfs. Moriah counted over 150 0.5 mm New Zealand Mud snails. She estimated around 1,500 for each sample she picked. I put her estimate as the sample total. Barcode retroactively assigned (2017-07-06 JDM)."
D06742,LF20111107,11/7/2011,4,Day,12:17:00,287,NA,NA,1,0.61,35.63,14,15200,9.74,644,1,"Discharge = 15400 cfs. Moriah counted over 150 0.5 mm New Zealand Mud snails. She estimated around 1,500 for each sample she picked. I put her estimate as the sample total. Barcode retroactively assigned (2017-07-06 JDM)."
D06743,LF20111107,11/7/2011,4,Day,12:26:00,300,NA,NA,1,0.63,38.46,14,15200,9.74,644,1,"Discharge = 15400 cfs. Moriah counted over 150 0.5 mm New Zealand Mud snails. She estimated around 1,500 for each sample she picked. I put her estimate as the sample total. Barcode retroactively assigned (2017-07-06 JDM)."
D06744,LF20111107,11/7/2011,4,Day,12:49:00,303,NA,NA,1,0.61,37.28,14,15100,9.73,644,1,"Discharge = 15400 cfs. Moriah counted over 150 0.5 mm New Zealand Mud snails. She estimated around 1,500 for each sample she picked. I put her estimate as the sample total. Barcode retroactively assigned (2017-07-06 JDM)."
D06745,LF20111107,11/7/2011,4,Day,13:03:00,270,NA,NA,1,0.62,33.75,14,15200,9.75,644,1,"Discharge = 15400 cfs. Moriah counted over 150 0.5 mm New Zealand Mud snails. She estimated around 1,500 for each sample she picked. I put her estimate as the sample total. Barcode retroactively assigned (2017-07-06 JDM)."
D06758,LF20111209,12/9/2011,4,Day,14:20:00,270,NA,NA,1,0.81,44.13,12.9,20300,10.69,570,1,"Discharge = 20950 cfs. Moriah counted over 1000 0.5 mm New Zealand mud snails. She estimated around 1,500 per sample.  I put her estimate as the total sample number. Barcode retroactively assigned (2017-07-06 JDM)."
D06759,LF20111209,12/9/2011,4,Day,14:35:00,270,NA,NA,1,0.84,46.08,12.9,20400,10.7,571,1,"Discharge = 21000 cfs. Moriah counted over 1000 0.5 mm New Zealand mud snails. She estimated around 1,500 per sample.  I put her estimate as the total sample number. Barcode retroactively assigned (2017-07-06 JDM)."
D06760,LF20111209,12/9/2011,4,Day,14:43:00,300,NA,NA,1,0.69,41.87,12.9,20500,10.71,571,1,"Discharge = 20900 cfs. Moriah counted over 1000 0.5 mm New Zealand mud snails. She estimated around 1,500 per sample.  I put her estimate as the total sample number. Barcode retroactively assigned (2017-07-06 JDM)."
D06761,LF20111209,12/9/2011,4,Day,14:52:00,260,NA,NA,1,0.78,41,12.9,20500,10.71,571,1,"Discharge = 20900 cfs. Moriah counted over 1000 0.5 mm New Zealand mud snails. She estimated around 1,500 per sample.  I put her estimate as the total sample number. Barcode retroactively assigned (2017-07-06 JDM)."
D06762,LF20111209,12/9/2011,4,Day,15:05:00,300,NA,NA,1,0.84,50.94,12.9,20400,10.7,571,1,"Discharge = 20900 cfs. Moriah counted over 1000 0.5 mm New Zealand mud snails. She estimated around 1,500 per sample.  I put her estimate as the total sample number. Barcode retroactively assigned (2017-07-06 JDM)."
