BarcodeID,SpeciesID,CountTotal,SizeMean,SizeMedian,SizeSD,BiomassTotal,Notes
D05475,CHIL,5,2.8,3,1.3,0.17,
D05475,GAMM,0,NA,NA,NA,0,
D05475,NZMS,10,0.55,0.5,0.16,0.05,
D05475,SIML,0,NA,NA,NA,0,
D05476,CHIL,4,2.25,2,0.5,0.06,
D05476,GAMM,0,NA,NA,NA,0,
D05476,NZMS,0,NA,NA,NA,0,
D05476,SIML,0,NA,NA,NA,0,
D05477,CHIL,5,3.8,4,0.45,0.3,
D05477,GAMM,0,NA,NA,NA,0,
D05477,NZMS,9,1.28,0.5,1.54,1.19,
D05477,SIML,0,NA,NA,NA,0,
D05478,CHIL,5,3.2,3,1.1,0.22,
D05478,GAMM,1,1,1,NA,0.01,
D05478,NZMS,18,0.5,0.5,0,0.07,
D05478,SIML,0,NA,NA,NA,0,
D05479,CHIL,2,2.5,2.5,0.71,0.04,
D05479,GAMM,0,NA,NA,NA,0,
D05479,NZMS,2,0.5,0.5,0,0.01,
D05479,SIML,0,NA,NA,NA,0,
D05481,CHIL,7,3,3,1.63,0.34,
D05481,GAMM,0,NA,NA,NA,0,
D05481,NZMS,10,0.6,0.5,0.21,0.07,
D05481,SIML,0,NA,NA,NA,0,
D05482,CHIL,8,3.25,3,1.16,0.39,
D05482,GAMM,0,NA,NA,NA,0,
D05482,NZMS,4,0.75,0.75,0.29,0.05,
D05482,SIML,1,2,2,NA,0.02,
D05483,CHIL,0,NA,NA,NA,0,
D05483,GAMM,0,NA,NA,NA,0,
D05483,NZMS,5,1,0.5,1.12,0.3,
D05483,SIML,1,2,2,NA,0.02,
D05484,CHIL,1,1,1,NA,0,
D05484,GAMM,0,NA,NA,NA,0,
D05484,NZMS,68,0.54,0.5,0.26,0.46,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05484,SIML,0,NA,NA,NA,0,
D05485,CHIL,0,NA,NA,NA,0,
D05485,GAMM,0,NA,NA,NA,0,
D05485,NZMS,9,0.5,0.5,0,0.03,
D05485,SIML,0,NA,NA,NA,0,
D05486,CHIL,3,3.33,3,0.58,0.13,
D05486,GAMM,0,NA,NA,NA,0,
D05486,NZMS,0,NA,NA,NA,0,
D05486,SIML,0,NA,NA,NA,0,
D05488,CHIL,2,3.5,3.5,0.71,0.1,
D05488,GAMM,0,NA,NA,NA,0,
D05488,NZMS,11,0.5,0.5,0,0.04,
D05488,SIML,0,NA,NA,NA,0,
D05511,CHIL,2,3.5,3.5,2.12,0.13,
D05511,GAMM,1,4,4,NA,0.45,
D05511,NZMS,2,0.75,0.75,0.35,0.02,
D05511,SIML,2,2.5,2.5,0.71,0.07,
D05512,CHIL,4,3.75,3.5,0.96,0.25,
D05512,GAMM,0,NA,NA,NA,0,
D05512,NZMS,1,0.5,0.5,NA,0,
D05512,SIML,7,2.57,3,0.53,0.27,
D05513,CHIL,10,2.3,2,0.48,0.17,
D05513,GAMM,0,NA,NA,NA,0,
D05513,NZMS,3,0.5,0.5,0,0.01,
D05513,SIML,3,2.67,2,1.15,0.16,
D05514,CHIL,14,3,3,1.3,0.61,
D05514,GAMM,1,1,1,NA,0.01,
D05514,NZMS,6,0.58,0.5,0.2,0.04,
D05514,SIML,1,3,3,NA,0.05,
D05515,CHIL,7,3,3,1,0.26,
D05515,GAMM,0,NA,NA,NA,0,
D05515,NZMS,3,0.5,0.5,0,0.01,
D05515,SIML,0,NA,NA,NA,0,
D05516,CHIL,15,2.87,3,1.06,0.53,
D05516,GAMM,2,1.5,1.5,0.71,0.07,
D05516,NZMS,21,0.5,0.5,0,0.08,
D05516,SIML,5,2.2,2,0.84,0.14,
D05517,CHIL,7,2,2,0.82,0.09,
D05517,GAMM,0,NA,NA,NA,0,
D05517,NZMS,4,0.62,0.5,0.25,0.03,
D05517,SIML,8,2.12,2,1.13,0.28,
D05518,CHIL,9,2.56,3,0.88,0.23,
D05518,GAMM,0,NA,NA,NA,0,
D05518,NZMS,0,NA,NA,NA,0,
D05518,SIML,5,1.8,2,0.45,0.06,
D05519,CHIL,13,2.54,2,1.05,0.34,
D05519,GAMM,1,2,2,NA,0.06,
D05519,NZMS,2,0.5,0.5,0,0.01,
D05519,SIML,4,1.75,1.5,0.96,0.07,
D05520,CHIL,20,2.75,2,1.62,0.9,
D05520,GAMM,0,NA,NA,NA,0,
D05520,NZMS,10,0.5,0.5,0,0.04,
D05520,SIML,3,1.67,2,0.58,0.03,
D05521,CHIL,4,2.5,2.5,0.58,0.08,
D05521,GAMM,0,NA,NA,NA,0,
D05521,NZMS,0,NA,NA,NA,0,
D05521,SIML,1,2,2,NA,0.02,
D05587,CHIL,43,2.35,2,0.9,0.93,
D05587,GAMM,1,4,4,NA,0.45,
D05587,NZMS,2,1,1,0,0.04,
D05587,SIML,11,3,3,0.89,0.74,
D05588,CHIL,40,2.55,2,0.99,1.1,
D05588,GAMM,2,2,2,0,0.12,
D05588,NZMS,0,NA,NA,NA,0,
D05588,SIML,28,2.71,2,1.24,2.01,
D05589,CHIL,86,2.93,3,1.16,3.43,
D05589,GAMM,0,NA,NA,NA,0,
D05589,NZMS,13,0.62,0.5,0.42,0.15,
D05589,SIML,4,3,3,0,0.22,
D05590,CHIL,18,1.94,2,0.87,0.26,
D05590,GAMM,0,NA,NA,NA,0,
D05590,NZMS,1,1,1,NA,0.02,
D05590,SIML,11,2.27,2,1.19,0.49,
D05591,CHIL,106,2.89,3,1,3.81,
D05591,GAMM,0,NA,NA,NA,0,
D05591,NZMS,0,NA,NA,NA,0,
D05591,SIML,0,NA,NA,NA,0,
D05592,CHIL,95,2.74,3,0.75,2.72,
D05592,GAMM,0,NA,NA,NA,0,
D05592,NZMS,0,NA,NA,NA,0,
D05592,SIML,15,2.67,2,1.11,0.91,
D05595,CHIL,78,2.62,2.5,0.98,2.28,
D05595,GAMM,3,1,1,0,0.03,
D05595,NZMS,3,0.5,0.5,0,0.01,
D05595,SIML,8,1.75,1,1.04,0.17,
D05598,CHIL,144,2.5,2.5,1,3.81,
D05598,GAMM,0,NA,NA,NA,0,
D05598,NZMS,0,NA,NA,NA,0,
D05598,SIML,36,2.67,2.5,1.26,2.38,
D05599,CHIL,138,2.78,3,0.72,4.1,
D05599,GAMM,0,NA,NA,NA,0,
D05599,NZMS,0,NA,NA,NA,0,
D05599,SIML,30,3.4,3,1.04,3.06,
D05600,CHIL,90,2.74,2,0.99,2.88,
D05600,GAMM,0,NA,NA,NA,0,
D05600,NZMS,0,NA,NA,NA,0,
D05600,SIML,30,2.73,2,1.05,1.86,
D05621,CHIL,233,2.3,2,0.86,4.84,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05621,GAMM,0,NA,NA,NA,0,
D05621,NZMS,0,NA,NA,NA,0,
D05621,SIML,10,2,2,0,0.16,
D05622,CHIL,170,1.94,2,0.94,2.62,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05622,GAMM,0,NA,NA,NA,0,
D05622,NZMS,0,NA,NA,NA,0,
D05622,SIML,0,NA,NA,NA,0,
D05623,CHIL,151,2.18,2,0.83,2.72,
D05623,GAMM,0,NA,NA,NA,0,
D05623,NZMS,0,NA,NA,NA,0,
D05623,SIML,0,NA,NA,NA,0,
D05624,CHIL,218,2.29,2,0.91,4.6,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05624,GAMM,0,NA,NA,NA,0,
D05624,NZMS,0,NA,NA,NA,0,
D05624,SIML,10,3.5,3.5,1.58,1.35,
D05625,CHIL,291,2.73,3,1.01,9.32,
D05625,GAMM,0,NA,NA,NA,0,
D05625,NZMS,0,NA,NA,NA,0,
D05625,SIML,10,5,5,0,2.54,
D05626,CHIL,310,2.25,2,1.05,6.85,
D05626,GAMM,0,NA,NA,NA,0,
D05626,NZMS,0,NA,NA,NA,0,
D05626,SIML,41,2.24,2,0.83,1.29,
D05633,CHIL,756,2.24,2,0.92,15.03,
D05633,GAMM,0,NA,NA,NA,0,
D05633,NZMS,0,NA,NA,NA,0,
D05633,SIML,25,1,1,0,0.05,
D05634,CHIL,757,2.36,2,0.86,16.53,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05634,GAMM,0,NA,NA,NA,0,
D05634,NZMS,0,NA,NA,NA,0,
D05634,SIML,16,4,4,0,2.08,
D05635,CHIL,13,3.38,3,1.12,0.68,
D05635,GAMM,0,NA,NA,NA,0,
D05635,NZMS,0,NA,NA,NA,0,
D05635,SIML,0,NA,NA,NA,0,
D05636,CHIL,1878,2.5,2,0.73,43.61,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05636,GAMM,0,NA,NA,NA,0,
D05636,NZMS,0,NA,NA,NA,0,
D05636,SIML,0,NA,NA,NA,0,
D05637,CHIL,6,3.33,2.5,2.25,0.46,
D05637,GAMM,0,NA,NA,NA,0,
D05637,NZMS,0,NA,NA,NA,0,
D05637,SIML,0,NA,NA,NA,0,
D05638,CHIL,677,2.12,2,0.88,11.73,
D05638,GAMM,0,NA,NA,NA,0,
D05638,NZMS,0,NA,NA,NA,0,
D05638,SIML,0,NA,NA,NA,0,
D05639,CHIL,869,2.08,2,0.89,14.8,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05639,GAMM,0,NA,NA,NA,0,
D05639,NZMS,0,NA,NA,NA,0,
D05639,SIML,0,NA,NA,NA,0,
D05640,CHIL,871,2.17,2,0.7,14.52,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05640,GAMM,0,NA,NA,NA,0,
D05640,NZMS,0,NA,NA,NA,0,
D05640,SIML,17,2,2,0,0.27,
D05641,CHIL,729,1.97,2,0.77,10.25,
D05641,GAMM,0,NA,NA,NA,0,
D05641,NZMS,0,NA,NA,NA,0,
D05641,SIML,50,2,2,1.01,1.41,
D05711,CHIL,520,2.97,3,0.93,19.36,"Coarse sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 2850 (2017-07-12 JDM). Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples col"
D05711,GAMM,11,2.27,2,0.47,1.08,
D05711,NZMS,8,1,1,0,0.16,
D05711,SIML,2,3.5,3.5,0.71,0.18,
D05713,CHIL,150,2.12,2,1.22,3.33,
D05713,GAMM,0,NA,NA,NA,0,
D05713,NZMS,0,NA,NA,NA,0,
D05713,SIML,28,3.11,3,1.34,2.85,
D05714,CHIL,122,1.8,1,1.23,2.13,
D05714,GAMM,1,3,3,NA,0.2,
D05714,NZMS,1,3,3,NA,0.29,
D05714,SIML,15,2,2,0.76,0.34,
D05715,CHIL,221,2.71,3,0.79,6.32,"Coarse sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 2850 (2017-07-12 JDM). Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples col"
D05715,GAMM,8,3,3,1.07,2.06,
D05715,NZMS,0,NA,NA,NA,0,
D05715,SIML,21,2.76,2,0.89,1.18,
D05716,CHIL,579,2.32,2,0.96,12.81,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05716,GAMM,0,NA,NA,NA,0,
D05716,NZMS,1,2,2,NA,0.11,
D05716,SIML,3,4.33,4,0.58,0.51,
D05717,CHIL,533,2.08,2,0.68,7.95,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05717,GAMM,14,4,4,0,6.32,
D05717,NZMS,0,NA,NA,NA,0,
D05717,SIML,0,NA,NA,NA,0,
D05718,CHIL,83,1.69,1,0.96,1.01,
D05718,GAMM,3,1,1,0,0.03,
D05718,NZMS,9,0.67,0.5,0.25,0.08,
D05718,SIML,12,2.75,3,1.14,0.73,
D05743,CHIL,251,3.27,3,1,12.03,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05743,GAMM,61,1.7,2,0.53,2.98,
D05743,NZMS,0,NA,NA,NA,0,
D05743,SIML,6,3,3,0,0.33,
D05744,CHIL,312,1.71,2,1.06,4.4,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05744,GAMM,1,5,5,NA,0.86,
D05744,NZMS,15,0.5,0.5,0,0.06,
D05744,SIML,2,7.5,7.5,0.71,1.75,
D05745,CHIL,157,3.16,3,0.78,6.43,"Coarse sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 2850 (2017-07-12 JDM). Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples col"
D05745,GAMM,7,2.43,2,0.53,0.84,
D05745,NZMS,0,NA,NA,NA,0,
D05745,SIML,4,3.75,3,1.5,0.6,
D05748,CHIL,23,3.3,3,0.63,1,
D05748,GAMM,0,NA,NA,NA,0,
D05748,NZMS,1,1,1,NA,0.02,
D05748,SIML,1,5,5,NA,0.25,
D05749,CHIL,38,3.39,3,0.86,1.87,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05749,GAMM,2,2,2,0,0.12,
D05749,NZMS,0,NA,NA,NA,0,
D05749,SIML,2,5.5,5.5,0.71,0.69,
D05750,CHIL,244,2.88,3,1.08,8.99,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05750,GAMM,0,NA,NA,NA,0,
D05750,NZMS,41,0.5,0.5,0,0.15,
D05750,SIML,0,NA,NA,NA,0,
D05751,CHIL,333,3.22,3,1.16,15.98,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05751,GAMM,0,NA,NA,NA,0,
D05751,NZMS,12,0.5,0.5,0,0.04,
D05751,SIML,0,NA,NA,NA,0,
D05752,CHIL,212,2.95,3,1.07,8.19,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05752,GAMM,5,2,2,0,0.31,
D05752,NZMS,5,0.5,0.5,0,0.02,
D05752,SIML,0,NA,NA,NA,0,
D05753,CHIL,67,3.07,3,1.15,2.9,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05753,GAMM,0,NA,NA,NA,0,
D05753,NZMS,0,NA,NA,NA,0,
D05753,SIML,6,3.83,3.5,0.98,0.8,
D05754,CHIL,60,3.32,3,0.97,2.89,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05754,GAMM,1,3,3,NA,0.2,
D05754,NZMS,0,NA,NA,NA,0,
D05754,SIML,5,3.8,4,1.79,0.85,
D05755,CHIL,57,3.51,4,0.8,3.01,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05755,GAMM,3,3,3,0,0.59,
D05755,NZMS,2,1,1,0,0.04,
D05755,SIML,17,3.94,4,1.2,2.69,
D05756,CHIL,73,3.22,3,0.89,3.22,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05756,GAMM,22,3.55,3,0.8,7.97,
D05756,NZMS,0,NA,NA,NA,0,
D05756,SIML,3,3.33,3,0.58,0.24,
D05783,CHIL,14,3.21,3,0.8,0.59,
D05783,GAMM,0,NA,NA,NA,0,
D05783,NZMS,1,2,2,NA,0.11,
D05783,SIML,2,2.5,2.5,0.71,0.07,
D05784,CHIL,24,2.5,2,0.78,0.56,
D05784,GAMM,0,NA,NA,NA,0,
D05784,NZMS,0,NA,NA,NA,0,
D05784,SIML,9,2.67,3,0.71,0.41,
D05785,CHIL,44,3.09,3,1.16,1.96,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05785,GAMM,2,2,2,0,0.12,
D05785,NZMS,0,NA,NA,NA,0,
D05785,SIML,14,2.64,2.5,0.74,0.64,
D05786,CHIL,91,2.69,3,1.29,3.46,
D05786,GAMM,0,NA,NA,NA,0,
D05786,NZMS,4,2,2,0,0.43,
D05786,SIML,51,1.73,2,0.87,1.01,
D05787,CHIL,20,3.15,3,1.18,0.93,
D05787,GAMM,1,5,5,NA,0.86,
D05787,NZMS,1,1,1,NA,0.02,
D05787,SIML,2,2.5,2.5,0.71,0.07,
D05788,CHIL,6,3,3,1.1,0.23,
D05788,GAMM,2,3.5,3.5,0.71,0.65,
D05788,NZMS,1,1,1,NA,0.02,
D05788,SIML,1,5,5,NA,0.25,
D05792,CHIL,18,2.89,3,0.83,0.6,
D05792,GAMM,1,2,2,NA,0.06,
D05792,NZMS,0,NA,NA,NA,0,
D05792,SIML,8,2.88,2.5,1.13,0.55,
D05793,CHIL,77,2.94,3,1.22,3.13,
D05793,GAMM,0,NA,NA,NA,0,
D05793,NZMS,0,NA,NA,NA,0,
D05793,SIML,77,1.58,1,0.69,1.01,
D05794,CHIL,59,3.17,3,0.91,2.52,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05794,GAMM,2,3,3,2.83,0.87,
D05794,NZMS,9,0.56,0.5,0.17,0.05,
D05794,SIML,32,2.78,2,1.68,3.25,
D05795,CHIL,46,2.46,3,0.75,1.03,
D05795,GAMM,0,NA,NA,NA,0,
D05795,NZMS,2,1,1,0,0.04,
D05795,SIML,30,1.83,2,0.7,0.53,
D05796,CHIL,19,3.32,3,0.89,0.89,
D05796,GAMM,2,2.5,2.5,0.71,0.26,
D05796,NZMS,3,1.17,1,0.76,0.13,
D05796,SIML,16,2.31,2,0.48,0.45,
D05797,CHIL,19,3.05,3,0.78,0.7,
D05797,GAMM,0,NA,NA,NA,0,
D05797,NZMS,0,NA,NA,NA,0,
D05797,SIML,10,2.5,2,0.71,0.39,
D05858,CHIL,239,2.94,3,0.74,8.16,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05858,GAMM,1,3,3,NA,0.2,
D05858,NZMS,0,NA,NA,NA,0,
D05858,SIML,0,NA,NA,NA,0,
D05859,CHIL,182,3.31,3,0.75,8.24,
D05859,GAMM,0,NA,NA,NA,0,
D05859,NZMS,0,NA,NA,NA,0,
D05859,SIML,12,3,3,0,0.66,
D05860,CHIL,200,2.77,3,0.63,5.73,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05860,GAMM,2,6,6,1.41,3.11,
D05860,NZMS,1,2,2,NA,0.11,
D05860,SIML,25,2.48,2,1.05,1.35,
D05861,CHIL,352,2.82,3,0.93,11.57,
D05861,GAMM,12,1,1,0,0.1,
D05861,NZMS,0,NA,NA,NA,0,
D05861,SIML,51,2.25,2,0.44,1.32,
D05864,CHIL,339,3,3,0.9,12.82,
D05864,GAMM,0,NA,NA,NA,0,
D05864,NZMS,38,0.5,0.5,0,0.14,
D05864,SIML,24,3,3,1.02,1.75,
D05865,CHIL,270,3.29,3,0.81,12.25,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05865,GAMM,6,1,1,0,0.05,
D05865,NZMS,0,NA,NA,NA,0,
D05865,SIML,9,2.11,2,0.33,0.18,
D05866,CHIL,255,3.18,3,0.82,10.6,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05866,GAMM,6,2,2,0,0.37,
D05866,NZMS,0,NA,NA,NA,0,
D05866,SIML,12,3,3,0,0.66,
D05867,CHIL,349,2.82,3,0.71,10.68,
D05867,GAMM,12,3,3,0,2.37,
D05867,NZMS,0,NA,NA,NA,0,
D05867,SIML,0,NA,NA,NA,0,
D05873,CHIL,374,2.9,3,0.7,12.12,
D05873,GAMM,0,NA,NA,NA,0,
D05873,NZMS,12,0.5,0.5,0,0.04,
D05873,SIML,24,3,3,1.02,1.75,
D05874,CHIL,30,2.8,3,0.81,0.92,
D05874,GAMM,5,1.8,2,0.45,0.26,
D05874,NZMS,21,0.5,0.5,0,0.08,
D05874,SIML,0,NA,NA,NA,0,
D05875,CHIL,50,3.36,3,0.98,2.49,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05875,GAMM,11,1.64,2,0.67,0.55,
D05875,NZMS,120,0.52,0.5,0.09,0.51,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05875,SIML,7,2.57,2,0.98,0.34,
D05876,CHIL,39,2.64,3,0.81,1.05,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05876,GAMM,2,2,2,0,0.12,
D05876,NZMS,189,0.5,0.5,0,0.7,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05876,SIML,3,2.67,3,0.58,0.13,
D05882,CHIL,35,3.17,3,0.62,1.38,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05882,GAMM,2,2,2,0,0.12,
D05882,NZMS,1,1,1,NA,0.02,
D05882,SIML,1,3,3,NA,0.05,
D05883,CHIL,25,3.2,3,0.87,1.07,
D05883,GAMM,5,2,2,1.22,0.59,
D05883,NZMS,166,0.52,0.5,0.09,0.71,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05883,SIML,3,2.67,2,1.15,0.16,
D05884,CHIL,29,3.38,3,1.12,1.52,
D05884,GAMM,4,2,2,0,0.25,
D05884,NZMS,128,0.5,0.5,0,0.48,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05884,SIML,8,2.75,3,1.04,0.45,
D05885,CHIL,23,3.13,3,0.63,0.87,
D05885,GAMM,0,NA,NA,NA,0,
D05885,NZMS,0,NA,NA,NA,0,
D05885,SIML,4,3.25,3,0.5,0.29,
D05893,CHIL,36,3.06,3,0.67,1.31,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05893,GAMM,7,1.71,2,0.76,0.42,
D05893,NZMS,72,0.55,0.5,0.41,0.84,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05893,SIML,4,3.25,3,0.5,0.29,
D05910,CHIL,13,2.62,3,0.51,0.3,
D05910,GAMM,13,2.31,2,0.95,1.72,
D05910,NZMS,26,0.5,0.5,0,0.1,
D05910,SIML,8,2.62,2.5,1.06,0.42,
D05911,CHIL,14,3.07,3,0.92,0.54,
D05911,GAMM,3,2.33,2,0.58,0.32,
D05911,NZMS,0,NA,NA,NA,0,
D05911,SIML,6,2.17,2,1.17,0.21,
D05912,CHIL,11,2.82,3,0.75,0.33,
D05912,GAMM,3,2.67,3,0.58,0.46,
D05912,NZMS,0,NA,NA,NA,0,
D05912,SIML,5,3.2,3,0.45,0.35,
D05919,CHIL,11,2.73,3,0.65,0.29,
D05919,GAMM,2,1,1,0,0.02,
D05919,NZMS,0,NA,NA,NA,0,
D05919,SIML,10,2.2,2,1.55,0.61,
D05920,CHIL,1,4,4,NA,0.07,
D05920,GAMM,1,2,2,NA,0.06,
D05920,NZMS,0,NA,NA,NA,0,
D05920,SIML,30,2.73,3,0.91,1.64,
D05921,CHIL,13,3.08,3,0.86,0.5,
D05921,GAMM,2,1.5,1.5,0.71,0.07,
D05921,NZMS,12,0.54,0.5,0.14,0.06,
D05921,SIML,18,2.56,2,0.98,0.87,
D05922,CHIL,10,2.7,3,0.48,0.25,
D05922,GAMM,1,1,1,NA,0.01,
D05922,NZMS,31,0.5,0.5,0,0.12,
D05922,SIML,5,2,2,0.71,0.1,
D05923,CHIL,11,2.91,3,0.54,0.34,
D05923,GAMM,6,2.5,2,0.84,0.9,
D05923,NZMS,202,0.5,0.5,0,0.75,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05923,SIML,9,2.33,3,0.87,0.3,
D05924,CHIL,15,3,3,0.65,0.51,
D05924,GAMM,5,1.4,1,0.55,0.15,
D05924,NZMS,138,0.5,0.5,0,0.51,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05924,SIML,6,2.17,2,0.75,0.16,
D05926,CHIL,20,2.95,3,0.83,0.7,
D05926,GAMM,1,5,5,NA,0.86,
D05926,NZMS,29,0.55,0.5,0.15,0.16,
D05926,SIML,18,2.78,3,0.81,0.96,
D05927,CHIL,14,2.79,3,0.7,0.41,
D05927,GAMM,0,NA,NA,NA,0,
D05927,NZMS,38,0.5,0.5,0,0.14,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05927,SIML,14,2.36,2,0.74,0.49,
D05928,CHIL,16,2.88,3,0.89,0.53,
D05928,GAMM,3,2.67,3,0.58,0.46,
D05928,NZMS,22,0.57,0.5,0.18,0.13,
D05928,SIML,7,2.14,2,0.69,0.17,
D05929,CHIL,11,3,3,0.45,0.36,
D05929,GAMM,0,NA,NA,NA,0,
D05929,NZMS,0,NA,NA,NA,0,
D05929,SIML,24,2.88,3,0.74,1.38,
D05930,CHIL,11,2.82,3,0.4,0.3,
D05930,GAMM,1,3,3,NA,0.2,
D05930,NZMS,1,1,1,NA,0.02,
D05930,SIML,23,2.83,3,0.83,1.31,
D05931,CHIL,2,2.5,2.5,0.71,0.04,
D05931,GAMM,2,2.5,2.5,2.12,0.46,
D05931,NZMS,10,0.5,0.5,0,0.04,
D05931,SIML,24,2.5,2,0.88,1.04,
D05949,CHIL,21,3.57,4,0.93,1.18,
D05949,GAMM,56,4.27,4,1.12,36.08,
D05949,NZMS,48,0.5,0.5,0,0.18,
D05949,SIML,27,2.78,3,0.8,1.46,
D05950,CHIL,4,2.75,2.5,0.96,0.12,
D05950,GAMM,25,3.16,3,1.14,7.9,
D05950,NZMS,251,0.53,0.5,0.16,1.27,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05950,SIML,10,3,3,0.94,0.69,
D05951,CHIL,6,3.67,4,0.82,0.35,
D05951,GAMM,24,3.17,3,0.7,6.23,
D05951,NZMS,220,0.58,0.5,0.32,1.97,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05951,SIML,22,2.91,3,1.23,1.68,
D05952,CHIL,9,3.33,3,1.12,0.46,
D05952,GAMM,4,3,3,0,0.79,
